"File","Issue","Detail"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\path\context.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\path\conversion.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\path\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\path\modification.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\path\removal.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\path\replacement.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\scope\lib\renamer.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\scope\index.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\scope\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\traverse\lib\scope\traverseForScope.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\asserts\generated\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\asserts\assertNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\flow\createFlowUnionType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\flow\createTypeAnnotationBasedOnTypeof.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\generated\lowercase.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\generated\uppercase.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\react\buildChildren.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\typescript\createTSUnionType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\builders\validateNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\clone\cloneNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\comments\inheritInnerComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\comments\inheritLeadingComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\comments\inheritTrailingComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\comments\removeComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\constants\generated\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\gatherSequenceExpressions.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\toBlock.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\toComputedKey.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\toExpression.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\toIdentifier.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\toKeyAlias.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\toStatement.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\converters\valueToNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\definitions\core.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\definitions\typescript.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\definitions\utils.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\flow\removeTypeDuplicates.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\typescript\removeTypeDuplicates.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\appendToMemberExpression.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\inherits.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\prependToMemberExpression.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\removeProperties.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\modifications\removePropertiesDeep.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\retrievers\getBindingIdentifiers.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\retrievers\getFunctionName.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\traverse\traverse.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\traverse\traverseFast.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\utils\react\cleanJSXElementLiteralChild.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\generated\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\react\isReactComponent.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\is.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\isBinding.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\isNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\isNodesEquivalent.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\isPlaceholderType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\isType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@babel\types\lib\validators\validate.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@eslint\eslintrc\lib\config-array\config-dependency.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@eslint\eslintrc\lib\config-array\override-tester.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\esm\src\models\imagen-model.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\esm\index.esm.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\esm\index.esm.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\src\models\imagen-model.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\ai-public.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\ai.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\index.cjs.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\index.cjs.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\index.node.cjs.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\ai\dist\index.node.cjs.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\analytics\dist\esm\src\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\analytics\dist\src\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\analytics\dist\src\global_index.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\app\src\api.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\app\src\global_index.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\app\src\public-types.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\esm\app\src\api.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\esm\app\src\public-types.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\esm\index.esm.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\app-public.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\app.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app\dist\index.cjs.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app-check\dist\esm\index.esm.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app-check\dist\index.cjs.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app-compat\dist\esm\index.esm.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\app-compat\dist\index.cjs.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\dist\firebase-auth.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\api\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\api\index.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\core\user\proactive_refresh.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\core\user\token_manager.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\core\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\core\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\model\enums.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\model\id_token.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\src\platform_browser\messagechannel\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\test\helpers\integration\helpers.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\index-80e3689c.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\browser-cjs\index-80e3689c.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\api\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\api\index.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\core\user\proactive_refresh.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\core\user\token_manager.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\core\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\core\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\model\enums.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\model\id_token.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\src\platform_browser\messagechannel\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\test\helpers\integration\helpers.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\auth-cordova.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\auth-cordova.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\internal.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\internal.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\popup_redirect-167cbb8f.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\cordova\popup_redirect-167cbb8f.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\api\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\api\index.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\core\user\proactive_refresh.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\core\user\token_manager.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\core\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\core\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\model\enums.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\model\id_token.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\src\platform_browser\messagechannel\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\test\helpers\integration\helpers.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\index-d90d2ee5.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\esm\index-d90d2ee5.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\api\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\api\index.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\core\user\proactive_refresh.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\core\user\token_manager.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\core\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\core\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\model\enums.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\model\id_token.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\src\platform_browser\messagechannel\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\test\helpers\integration\helpers.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\totp-9e84e53d.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node\totp-9e84e53d.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\api\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\api\index.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\core\user\proactive_refresh.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\core\user\token_manager.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\core\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\core\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\model\enums.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\model\id_token.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\src\platform_browser\messagechannel\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\test\helpers\integration\helpers.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\totp-65577477.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\node-esm\totp-65577477.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\api\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\api\index.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\core\user\proactive_refresh.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\core\user\token_manager.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\core\errors.d.ts","API KEY","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\core\errors.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\model\enums.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\model\id_token.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\src\platform_browser\messagechannel\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\test\helpers\integration\helpers.d.ts","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\index-7d302f10.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\index-7d302f10.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\rn\internal.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\node_modules\@firebase\auth-compat\node_modules\@firebase\auth\dist\src\api\errors.d.ts","PASSWORD","Match found"
